	HEK25a51ko_1_wtHEK293_1	HEK25a51ko_1_wtHEK293_2	HEK25a51ko_1_wtHEK293_3	HEK25a51ko_2_wtHEK293_1	HEK25a51ko_2_wtHEK293_2	HEK25a51ko_2_wtHEK293_3	HEK25a51ko_3_wtHEK293_1	HEK25a51ko_3_wtHEK293_2	HEK25a51ko_3_wtHEK293_3
peracd[m]	0.9947957785104957	0.9939851746466088	0.9945295064841227	0.9965218056276103	0.9956598897201859	0.9962737311071752	0.9972688518427486	0.9962657242534063	0.9969738484031675
quln[c]	1.031580797714568	1.029398494609819	1.027920061773913	1.0400765590174483	1.0383795928077684	1.0368122362421606	1.029938233986058	1.0280258200897303	1.0265012483161284
retinal_cis_13[c]	1.0184756788164353	1.017965349074534	1.0181925035571546	1.014958422967101	1.0149903164655585	1.0148931751176997	1.0129024579320793	1.0127090689373706	1.0133795956954197
retinal_11_cis[c]	1.0304253300179267	1.0298979942435633	1.0332660945024954	1.0195613220544302	1.0201826686960345	1.023366216449626	1.0171528777406058	1.0171359702287404	1.021539086675399
retinal_cis_9[c]	1.0134306966259126	1.013058787313396	1.0158731704962232	1.0063120928703981	1.006699873500406	1.0093960893935565	1.006335920077988	1.0065190969109745	1.0095889212423297
retn[n]	1.00373731711636	1.0024603389379627	1.0024716642941522	1.0081226703145445	1.007474979622169	1.0077882612521114	1.0057463035893965	1.0051908681548334	1.0060214022583145
ru5p_D[c]	0.9279640628448915	0.9366799619876656	0.934025517861746	0.9371548383091337	0.9466121572805509	0.943848516344774	0.9469489733969797	0.9566904827945308	0.9538099242066387
rbl_D[c]	1.000725200828076	1.000761926326263	1.0006596482976458	1.0004765359536654	1.0005622514802053	1.0004087276501896	1.0002369661261814	1.0002717941295636	1.0001694524290143
rbt[c]	1.0044971530099962	1.0032819606325503	1.0025132768738816	1.002537734887293	1.001798690811013	1.000833240926642	1.004023143544633	1.00314443473681	1.002276761905322
retinol_cis_13[c]	1.0202532062711367	1.0203822577993513	1.0243988816601295	1.0153560915947655	1.016462441299953	1.0199342689681734	1.0127965201726175	1.013536775838563	1.018211352424242
retncoa[c]	1.0077713513934483	1.0069954860493868	1.0067233280687107	1.0097546079031021	1.0095187801693015	1.009576702756595	1.0077916227788393	1.0076156121402424	1.0081528654471843
retnglc[c]	1.0138555183615452	1.015362034350814	1.0203800405300807	1.0133078669975126	1.0148512870077357	1.0197864898250717	1.009535689833999	1.0112446221771052	1.0167939837172166
13_cis_retnglc[c]	1.0061893735638383	1.006307069787314	1.0082089313966565	1.0055731423169876	1.0058196954132341	1.0076615714799646	1.0039350191643621	1.0041684109754125	1.0062860255196417
13_cis_retnglc[r]	1.0100928427582927	1.0105708534235731	1.0140461796050015	1.0092499871827925	1.009830083147051	1.013205366192805	1.0066593336878966	1.0072720785385463	1.011042033993524
retnglc[r]	1.0246442528220223	1.0274010975690082	1.0367368144215539	1.024179845482365	1.0269747082404819	1.0362122892341787	1.0174089536987678	1.0205507680070196	1.030879884638556
retn[r]	1.01230270968071	1.0100653067813485	1.0142219795821696	1.0099158750414012	1.007840330515771	1.012227534066759	1.0082107169162646	1.0061777661236249	1.011173046043686
