	HEK25a51ko_1_wtHEK293_1	HEK25a51ko_1_wtHEK293_2	HEK25a51ko_1_wtHEK293_3	HEK25a51ko_2_wtHEK293_1	HEK25a51ko_2_wtHEK293_2	HEK25a51ko_2_wtHEK293_3	HEK25a51ko_3_wtHEK293_1	HEK25a51ko_3_wtHEK293_2	HEK25a51ko_3_wtHEK293_3
1a2425thvitd2[m]	0.9984216774023797	0.9946751685957809	0.9872332405530443	1.0128857785861916	1.0055147887523412	1.0007711872995049	1.0100827758860453	1.004777487289981	0.995077945452375
nadp[m]	0.9713871768754707	0.988788972112146	0.9652411225473335	0.9918713756828127	1.0176544504876723	0.9852209170822415	0.9780319844075767	0.9931503043805315	0.9665097917771078
2425dhvitd3[m]	1.01760734191604	0.9093251964146641	0.8843658366902991	1.1563973711899265	1.0018004187418672	0.9673705629890896	1.0930118247702625	0.9507726165433658	0.9205755148703794
1a2425thvitd3[m]	1.0061393518772572	0.9116004205888809	0.8853135103307824	1.1704578213207582	1.010172354484991	0.9729573726237741	1.1088069025542067	0.9773192815808114	0.9402441494308204
1a25dhvitd2[m]	0.9253676574581906	1.0091082607078237	0.9915402610356929	0.9117145163624111	0.9964636908540827	0.9802906041011231	0.9534120919814335	1.0476031006811317	1.0263000084331624
1a25dhvitd3[m]	0.9007417994120964	0.9871061518925122	0.9601347935328844	0.9021494409259045	0.9887439014840296	0.9634437711940674	0.9530158734851288	1.0576197773938616	1.0236828526357642
h[c]	1.0061026764715446	0.9898745228345599	1.0103823423423088	0.9892637185984304	0.9796417299546715	0.9969988585890001	0.9949000080540509	0.979880342527769	1.0006902629652388
1mncam[c]	0.9942985560011065	0.9604488019613135	0.9380003843966652	0.9956532736053797	0.962118617424496	0.9399319581471116	1.0578393108731106	1.0179565745115835	0.9896407120672016
1mncam[e]	0.996572800970595	0.9382437729278251	0.8869585169687321	0.9871283815666723	0.9308577262283152	0.8796502503530899	1.116992296509501	1.0477810995487908	0.985180109699148
atp[c]	1.0398898523697249	1.019145341668746	1.016471650285523	1.0473443142881893	1.0194572442973493	1.0106392871562988	1.0344419643510672	1.020959409898935	1.0110334608107188
adp[c]	1.0013158996381468	1.001330351145304	0.9952396481459781	1.0105510975238061	1.0034552156326288	1.0051858837776617	0.9986150132998655	1.0165063007967763	0.9960051646475915
pi[c]	1.0085008670651652	1.009131970880855	1.0064300469387155	1.017019263376983	1.0188701799723927	1.0170393041375365	1.014342881424315	1.024557640727154	1.0154325508823778
h[x]	1.0028727460001579	1.0082228204515002	1.0028600672281425	1.000239683214348	1.0052009978307745	0.9995387251336739	0.9987764128984397	1.0020461878437772	0.9963187009164934
1pipdn2c[x]	1.0009562814167579	1.0020486055063729	1.0005232413210488	1.0012196060589924	1.00264202509105	1.001428535103795	0.9996365626198224	1.000604541570677	0.9997733202786533
nadh[x]	1.0231031082006115	1.0095262824282605	1.0071205789260154	0.9955784635971988	0.9801900767397232	0.9825415536539918	1.0217167812477324	1.005061051351599	1.0047744056890398
Lpipecol[x]	0.9563044124096229	0.9822696836873782	0.9858142094391805	0.9806543721568973	0.9967022858344199	1.0038762812371544	0.9759756445040357	0.9947078690228646	1.0028689251879628
nad[x]	1.054830452368496	1.0433081078614599	1.032810606133004	0.9969227385424055	0.9740243331060726	0.9718995249646483	1.0422764471843395	1.0172959038495424	1.0103401076261944
2425dhvitd2[c]	1.0139051500534644	0.9723895338381933	0.96517033414136	1.0548636841140158	1.002737687995563	0.993051589146209	1.031726241794674	0.9819855933680346	0.9739083337624057
2425dhvitd2[e]	1.0072095966974615	0.9853373776527381	0.9810277188877841	1.0296105669897602	1.0021021919833037	0.9964176070428962	1.0170688858474464	0.9906250165450248	0.9859850845141797
2425dhvitd3[c]	1.007951749475738	1.0141658140916654	1.026661297893711	0.9919697040555779	0.9941795497460109	1.0096446451410017	0.9871368536579771	0.9858077770629357	1.0006755309026516
2425dhvitd3[e]	0.9934269515176077	1.114707426713011	1.1556907534612673	0.9112695629348474	1.003682491412287	1.0374474427181883	0.9309725663746881	1.0293335516268354	1.0653814411905231
